treatment,value,value_log,value_std,value_sqrt,plot_name,plot_type,year,grazer,f_year,f_break,f_new,f_one_yr,f_two_yr,met_sub
Grazed,23,3.135494259,0.030186399,4.795831523,p23,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p27,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,2,0.693147681,-0.81989036,1.414213562,p27,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p27,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p27,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,16,2.772588785,-0.253172521,4,p28,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p28,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p28,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,8,2.079441667,-0.577011286,2.828427125,p28,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,12,2.484906733,-0.415091903,3.464101615,p28,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,7,1.945910292,-0.617491132,2.645751311,p28,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p29,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,p29,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,p29,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p29,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,8,2.079441667,-0.577011286,2.828427125,p29,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p30,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,5,1.609438112,-0.698450823,2.236067977,p30,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p30,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,4,1.386294611,-0.738930669,2,p30,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p30,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,3,1.098612622,-0.779410514,1.732050808,p30,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,15,2.708050268,-0.293652366,3.872983346,p31,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,p31,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,58,4.060443028,1.446980998,7.615773106,p31,p,2022,Sheep,y7,b2,n0,o0,t1,abun_frb
Grazed,22,3.091042499,-0.010293446,4.69041576,p31,p,2022,Sheep,y7,b2,n0,o0,t1,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p32,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,8,2.079441667,-0.577011286,2.828427125,p32,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,p32,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,5,1.609438112,-0.698450823,2.236067977,p32,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p32,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p32,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p33,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p33,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p33,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p33,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,p33,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p33,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p34,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,5,1.609438112,-0.698450823,2.236067977,p34,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p34,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,14,2.639057401,-0.334132212,3.741657387,p34,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p34,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,p34,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,40,3.688879479,0.718343776,6.32455532,p35,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,25,3.218875865,0.111146091,5,p35,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,15,2.708050268,-0.293652366,3.872983346,p35,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,38,3.637586186,0.637384084,6.164414003,p35,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p35,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,18,2.890371813,-0.172212829,4.242640687,p35,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p36,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,16,2.772588785,-0.253172521,4,p36,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p36,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,24,3.178053872,0.070666245,4.898979486,p36,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,20,2.995732324,-0.091253138,4.472135955,p36,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,51,3.931825652,1.163622078,7.141428429,p36,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p37,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,p37,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p37,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p37,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,16,2.772588785,-0.253172521,4,p37,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,21,3.044522485,-0.050773292,4.582575695,p37,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p38,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p38,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,10,2.302585193,-0.496051595,3.16227766,p38,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p38,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p38,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,11,2.397895364,-0.455571749,3.31662479,p39,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,16,2.772588785,-0.253172521,4,p39,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,12,2.484906733,-0.415091903,3.464101615,p39,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,25,3.218875865,0.111146091,5,p39,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,12,2.484906733,-0.415091903,3.464101615,p39,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p39,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p41,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p41,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p41,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p41,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p41,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p41,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p42,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p42,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,p42,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,2,0.693147681,-0.81989036,1.414213562,p42,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p42,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,7,1.945910292,-0.617491132,2.645751311,p42,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,58,4.060443028,1.446980998,7.615773106,p43,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,46,3.828641418,0.96122285,6.782329983,p43,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,63,4.143134742,1.649380226,7.937253933,p43,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,54,3.988984065,1.285061615,7.348469228,p43,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,65,4.174387285,1.730339918,8.062257748,p43,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,85,4.442651268,2.539936831,9.219544457,p43,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,65,4.174387285,1.730339918,8.062257748,p44,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,92,4.521788588,2.823295751,9.591663047,p44,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,77,4.343805435,2.216098066,8.774964387,p44,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,89,4.488636381,2.701856214,9.433981132,p44,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,82,4.406719259,2.418497294,9.055385138,p44,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,82,4.406719259,2.418497294,9.055385138,p44,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,45,3.806662512,0.920743004,6.708203932,p45,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,104,4.644390909,3.309053899,10.19803903,p45,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,55,4.007333203,1.325541461,7.416198487,p45,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,63,4.143134742,1.649380226,7.937253933,p45,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,67,4.204692634,1.811299609,8.185352772,p45,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,83,4.41884062,2.45897714,9.110433579,p45,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,40,3.688879479,0.718343776,6.32455532,p46,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,49,3.891820319,1.082662387,7,p46,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,14,2.639057401,-0.334132212,3.741657387,p46,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,34,3.526360554,0.475464702,5.830951895,p46,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,9,2.197224688,-0.53653144,3,p46,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,56,4.025351709,1.366021306,7.483314774,p46,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,50,3.912023025,1.123142232,7.071067812,p47,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,41,3.713572091,0.758823621,6.403124237,p47,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,45,3.806662512,0.920743004,6.708203932,p47,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,43,3.761200139,0.839783313,6.557438524,p47,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,31,3.433987237,0.354025165,5.567764363,p47,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,47,3.850147623,1.001702695,6.8556546,p47,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,28,3.332204546,0.232585628,5.291502622,p48,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,87,4.46590813,2.620896522,9.327379053,p48,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p48,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,32,3.465735934,0.39450501,5.656854249,p48,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,10,2.302585193,-0.496051595,3.16227766,p48,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,78,4.35670884,2.256577911,8.831760866,p48,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,425,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Grazed,10,2.302585193,-0.496051595,3.16227766,425,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Ungrazed,16,2.772588785,-0.253172521,4,425,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,425,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,26,3.258096576,0.151625936,5.099019514,425,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,14,2.639057401,-0.334132212,3.741657387,425,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,21,3.044522485,-0.050773292,4.582575695,426,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Grazed,15,2.708050268,-0.293652366,3.872983346,426,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Ungrazed,73,4.290459455,2.054178683,8.544003745,426,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,70,4.248495256,1.932739146,8.366600265,426,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,59,4.077537461,1.487460843,7.681145748,426,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,63,4.143134742,1.649380226,7.937253933,426,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,10,2.302585193,-0.496051595,3.16227766,429,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Grazed,22,3.091042499,-0.010293446,4.69041576,429,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Ungrazed,20,2.995732324,-0.091253138,4.472135955,429,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,42,3.737669642,0.799303467,6.480740698,429,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,8,2.079441667,-0.577011286,2.828427125,429,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,46,3.828641418,0.96122285,6.782329983,429,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,44,3.784189657,0.880263158,6.633249581,431,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,431,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,431,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,431,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,13,2.564949434,-0.374612058,3.605551275,431,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,41,3.713572091,0.758823621,6.403124237,431,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,448,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Grazed,18,2.890371813,-0.172212829,4.242640687,448,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,448,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,13,2.564949434,-0.374612058,3.605551275,448,w,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,448,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,20,2.995732324,-0.091253138,4.472135955,448,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,455,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,455,w,2019,Goat,y4,b2,n0,o0,t1,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,455,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Grazed,14,2.639057401,-0.334132212,3.741657387,455,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,455,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,10,2.302585193,-0.496051595,3.16227766,455,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,455,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,10,2.302585193,-0.496051595,3.16227766,455,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,458,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Grazed,60,4.094344579,1.527940689,7.745966692,458,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Ungrazed,49,3.891820319,1.082662387,7,458,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Grazed,124,4.820281574,4.118650812,11.13552873,458,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Ungrazed,74,4.304065107,2.094658529,8.602325267,458,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,91,4.510859518,2.782815905,9.539392014,458,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,91,4.510859518,2.782815905,9.539392014,458,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,57,4.043051285,1.406501152,7.549834435,458,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,459,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Grazed,64,4.158883099,1.689860072,8,459,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Ungrazed,20,2.995732324,-0.091253138,4.472135955,459,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Grazed,56,4.025351709,1.366021306,7.483314774,459,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Ungrazed,40,3.688879479,0.718343776,6.32455532,459,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,63,4.143134742,1.649380226,7.937253933,459,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,67,4.204692634,1.811299609,8.185352772,459,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,62,4.127134401,1.608900381,7.874007874,459,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,19,2.944439032,-0.131732983,4.358898944,460,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Grazed,80,4.382026647,2.337537603,8.94427191,460,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Ungrazed,10,2.302585193,-0.496051595,3.16227766,460,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Grazed,72,4.276666133,2.013698837,8.485281374,460,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Ungrazed,48,3.871201032,1.042182541,6.92820323,460,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,19,2.944439032,-0.131732983,4.358898944,460,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,41,3.713572091,0.758823621,6.403124237,460,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,37,3.61091794,0.596904239,6.08276253,460,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,461,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Grazed,5,1.609438112,-0.698450823,2.236067977,461,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,461,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,461,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,461,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,3,1.098612622,-0.779410514,1.732050808,461,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,15,2.708050268,-0.293652366,3.872983346,464,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Grazed,19,2.944439032,-0.131732983,4.358898944,464,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,464,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Grazed,31,3.433987237,0.354025165,5.567764363,464,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,464,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,17,2.833213403,-0.212692675,4.123105626,464,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,464,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,31,3.433987237,0.354025165,5.567764363,464,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,12,2.484906733,-0.415091903,3.464101615,469,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Grazed,8,2.079441667,-0.577011286,2.828427125,469,w,2019,Goat,y4,b1,n0,o1,t0,abun_frb
Ungrazed,11,2.397895364,-0.455571749,3.31662479,469,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Grazed,13,2.564949434,-0.374612058,3.605551275,469,w,2020,Sheep,y5,b1,n0,o1,t0,abun_frb
Ungrazed,24,3.178053872,0.070666245,4.898979486,469,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,19,2.944439032,-0.131732983,4.358898944,469,w,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,47,3.850147623,1.001702695,6.8556546,469,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,65,4.174387285,1.730339918,8.062257748,469,w,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,0,-13.81551056,-0.900850051,0,p38,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,0,-13.81551056,-0.900850051,0,p40,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,0,-13.81551056,-0.900850051,0,p40,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,0,-13.81551056,-0.900850051,0,p29,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,0,-13.81551056,-0.900850051,0,p40,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,0,-13.81551056,-0.900850051,0,p40,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,0,-13.81551056,-0.900850051,0,p40,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,0,-13.81551056,-0.900850051,0,p40,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb