orig_plot,plot_type,plot_name,f_grazed,month,treatment
PER P16_G_4,p,p16,g1,4,Grazed
PER P16_G_5,p,p16,g1,5,Grazed
PER P17_G_4,p,p17,g1,4,Grazed
PER P17_G_5,p,p17,g1,5,Grazed
PER P18_G_4,p,p18,g1,4,Grazed
PER P18_G_5,p,p18,g1,5,Grazed
PER P19_G_4,p,p19,g1,4,Grazed
PER P19_G_5,p,p19,g1,5,Grazed
PER P20_G_4,p,p20,g1,4,Grazed
PER P20_G_5,p,p20,g1,5,Grazed
PER P21_G_4,p,p21,g1,4,Grazed
PER P21_G_5,p,p21,g1,5,Grazed
PER P22_G_4,p,p22,g1,4,Grazed
PER P22_G_5,p,p22,g1,5,Grazed
PER P23_G_4,p,p23,g1,4,Grazed
PER P23_G_5,p,p23,g1,5,Grazed
PER P24_G_4,p,p24,g1,4,Grazed
PER P24_G_5,p,p24,g1,5,Grazed
PER P25_G_4,p,p25,g1,4,Grazed
PER P25_G_5,p,p25,g1,5,Grazed
PER P26_G_5,p,p26,g1,5,Grazed
PER P27_G_4,p,p27,g1,4,Grazed
PER P27_G_5,p,p27,g1,5,Grazed
PER P28_G_4,p,p28,g1,4,Grazed
PER P28_G_5,p,p28,g1,5,Grazed
PER P29_G_4,p,p29,g1,4,Grazed
PER P29_G_5,p,p29,g1,5,Grazed
PER P30_G_4,p,p30,g1,4,Grazed
PER P30_G_5,p,p30,g1,5,Grazed
PER P31_G_4,p,p31,g1,4,Grazed
PER P31_G_5,p,p31,g1,5,Grazed
PER P32_G_4,p,p32,g1,4,Grazed
PER P32_G_5,p,p32,g1,5,Grazed
PER P33_G_4,p,p33,g1,4,Grazed
PER P33_G_5,p,p33,g1,5,Grazed
PER P34_G_4,p,p34,g1,4,Grazed
PER P34_G_5,p,p34,g1,5,Grazed
PER P35_G_4,p,p35,g1,4,Grazed
PER P35_G_5,p,p35,g1,5,Grazed
PER P36_G_4,p,p36,g1,4,Grazed
PER P36_G_5,p,p36,g1,5,Grazed
PER P37_G_4,p,p37,g1,4,Grazed
PER P37_G_5,p,p37,g1,5,Grazed
PER P38_G_4,p,p38,g1,4,Grazed
PER P38_G_5,p,p38,g1,5,Grazed
PER P39_G_4,p,p39,g1,4,Grazed
PER P39_G_5,p,p39,g1,5,Grazed
PER P40_G_4,p,p40,g1,4,Grazed
PER P40_G_5,p,p40,g1,5,Grazed
PER P41_G_4,p,p41,g1,4,Grazed
PER P41_G_5,p,p41,g1,5,Grazed
PER P42_G_4,p,p42,g1,4,Grazed
PER P42_G_5,p,p42,g1,5,Grazed
PER P43_G_4,p,p43,g1,4,Grazed
PER P43_G_5,p,p43,g1,5,Grazed
PER P44_G_4,p,p44,g1,4,Grazed
PER P44_G_5,p,p44,g1,5,Grazed
PER P45_G_4,p,p45,g1,4,Grazed
PER P45_G_5,p,p45,g1,5,Grazed
PER P46_G_4,p,p46,g1,4,Grazed
PER P46_G_5,p,p46,g1,5,Grazed
PER P47_G_4,p,p47,g1,4,Grazed
PER P47_G_5,p,p47,g1,5,Grazed
PER P48_G_4,p,p48,g1,4,Grazed
PER P48_G_5,p,p48,g1,5,Grazed
PERP1_G_4,p,p01,g1,4,Grazed
PERP1_G_5,p,p01,g1,5,Grazed
PERP2_G_4,p,p02,g1,4,Grazed
PERP2_G_5,p,p02,g1,5,Grazed
PERP3_G_4,p,p03,g1,4,Grazed
PERP3_G_5,p,p03,g1,5,Grazed
PERP4_G_4,p,p04,g1,4,Grazed
PERP4_G_5,p,p04,g1,5,Grazed
PERP5_G_4,p,p05,g1,4,Grazed
PERP5_G_5,p,p05,g1,5,Grazed
PERP6_G_4,p,p06,g1,4,Grazed
PERP6_G_5,p,p06,g1,5,Grazed
PERP7_G_4,p,p07,g1,4,Grazed
PERP7_G_5,p,p07,g1,5,Grazed
PERP8_G_4,p,p08,g1,4,Grazed
PERP8_G_5,p,p08,g1,5,Grazed
PERP9_G_4,p,p09,g1,4,Grazed
PERP9_G_5,p,p09,g1,5,Grazed
PERP10_G_4,p,p10,g1,4,Grazed
PERP10_G_5,p,p10,g1,5,Grazed
PERP17_G_4,p,p17,g1,4,Grazed
PERP17_G_5,p,p17,g1,5,Grazed
PERP18_G_4,p,p18,g1,4,Grazed
PERP18_G_5,p,p18,g1,5,Grazed
PERP19_G_4,p,p19,g1,4,Grazed
PERP19_G_5,p,p19,g1,5,Grazed
PERP20_G_4,p,p20,g1,4,Grazed
PERP20_G_5,p,p20,g1,5,Grazed
PERP21_G_4,p,p21,g1,4,Grazed
PERP21_G_5,p,p21,g1,5,Grazed
PERP22_G_4,p,p22,g1,4,Grazed
PERP22_G_5,p,p22,g1,5,Grazed
PERP23_G_4,p,p23,g1,4,Grazed
PERP23_G_5,p,p23,g1,5,Grazed
PERP24_G_4,p,p24,g1,4,Grazed
PERP24_G_5,p,p24,g1,5,Grazed
PERP25_G_4,p,p25,g1,4,Grazed
PERP25_G_5,p,p25,g1,5,Grazed
PERP26_G_5,p,p26,g1,5,Grazed
PERP27_G_4,p,p27,g1,4,Grazed
PERP27_G_5,p,p27,g1,5,Grazed
PERP28_G_4,p,p28,g1,4,Grazed
PERP28_G_5,p,p28,g1,5,Grazed
PERP29_G_4,p,p29,g1,4,Grazed
PERP29_G_5,p,p29,g1,5,Grazed
PERP30_G_4,p,p30,g1,4,Grazed
PERP30_G_5,p,p30,g1,5,Grazed
PERP31_G_4,p,p31,g1,4,Grazed
PERP31_G_5,p,p31,g1,5,Grazed
PERP32_G_4,p,p32,g1,4,Grazed
PERP32_G_5,p,p32,g1,5,Grazed
PERP33_G_4,p,p33,g1,4,Grazed
PERP33_G_5,p,p33,g1,5,Grazed
PERP34_G_4,p,p34,g1,4,Grazed
PERP34_G_5,p,p34,g1,5,Grazed
PERP35_G_4,p,p35,g1,4,Grazed
PERP35_G_5,p,p35,g1,5,Grazed
PERP36_G_4,p,p36,g1,4,Grazed
PERP36_G_5,p,p36,g1,5,Grazed
PERP37_G_4,p,p37,g1,4,Grazed
PERP37_G_5,p,p37,g1,5,Grazed
PERP38_G_4,p,p38,g1,4,Grazed
PERP38_G_5,p,p38,g1,5,Grazed
PERP39_G_4,p,p39,g1,4,Grazed
PERP39_G_5,p,p39,g1,5,Grazed
PERP40_G_4,p,p40,g1,4,Grazed
PERP40_G_5,p,p40,g1,5,Grazed
PERP41_G_4,p,p41,g1,4,Grazed
PERP41_G_5,p,p41,g1,5,Grazed
PERP42_G_4,p,p42,g1,4,Grazed
PERP42_G_5,p,p42,g1,5,Grazed
PERP43_G_4,p,p43,g1,4,Grazed
PERP43_G_5,p,p43,g1,5,Grazed
PERP44_G_4,p,p44,g1,4,Grazed
PERP44_G_5,p,p44,g1,5,Grazed
PERP45_G_4,p,p45,g1,4,Grazed
PERP45_G_5,p,p45,g1,5,Grazed
PERP46_G_4,p,p46,g1,4,Grazed
PERP46_G_5,p,p46,g1,5,Grazed
PERP47_G_4,p,p47,g1,4,Grazed
PERP47_G_5,p,p47,g1,5,Grazed
PERP48_G_4,p,p48,g1,4,Grazed
PERP48_G_5,p,p48,g1,5,Grazed
425_G,w,425,g1,,Grazed
425_E,w,425,g0,,Ungrazed
426_G,w,426,g1,,Grazed
426_E,w,426,g0,,Ungrazed
429_G,w,429,g1,,Grazed
429_E,w,429,g0,,Ungrazed
431_G,w,431,g1,,Grazed
431_E,w,431,g0,,Ungrazed
443_G,w,443,g1,,Grazed
443_E,w,443,g0,,Ungrazed
448_G,w,448,g1,,Grazed
448_E,w,448,g0,,Ungrazed
455_G,w,455,g1,,Grazed
455_E,w,455,g0,,Ungrazed
458_G,w,458,g1,,Grazed
458_E,w,458,g0,,Ungrazed
459_G,w,459,g1,,Grazed
459_E,w,459,g0,,Ungrazed
460_G,w,460,g1,,Grazed
460_E,w,460,g0,,Ungrazed
461_G,w,461,g1,,Grazed
461_E,w,461,g0,,Ungrazed
464_G,w,464,g1,,Grazed
464_E,w,464,g0,,Ungrazed
469_G,w,469,g1,,Grazed
469_E,w,469,g0,,Ungrazed
PERP1_G,p,p01,g1,,Grazed
PERP1_E,p,p01,g0,,Ungrazed
PERP2_G,p,p02,g1,,Grazed
PERP2_E,p,p02,g0,,Ungrazed
PERP3_G,p,p03,g1,,Grazed
PERP3_E,p,p03,g0,,Ungrazed
PERP4_G,p,p04,g1,,Grazed
PERP4_E,p,p04,g0,,Ungrazed
PERP5_G,p,p05,g1,,Grazed
PERP5_E,p,p05,g0,,Ungrazed
PERP6_G,p,p06,g1,,Grazed
PERP6_E,p,p06,g0,,Ungrazed
PERP7_G,p,p07,g1,,Grazed
PERP7_E,p,p07,g0,,Ungrazed
PERP8_G,p,p08,g1,,Grazed
PERP8_E,p,p08,g0,,Ungrazed
PERP9_G,p,p09,g1,,Grazed
PERP9_E,p,p09,g0,,Ungrazed
PERP10_G,p,p10,g1,,Grazed
PERP10_E,p,p10,g0,,Ungrazed
PER P11_G,p,p11,g1,,Grazed
PER P11_E,p,p11,g0,,Ungrazed
PER P12_G,p,p12,g1,,Grazed
PER P12_E,p,p12,g0,,Ungrazed
PER P13_G,p,p13,g1,,Grazed
PER P13_E,p,p13,g0,,Ungrazed
PER P14_G,p,p14,g1,,Grazed
PER P14_E,p,p14,g0,,Ungrazed
PER P15_G,p,p15,g1,,Grazed
PER P15_E,p,p15,g0,,Ungrazed
PER P16_G,p,p16,g1,,Grazed
PER P16_E,p,p16,g0,,Ungrazed
PERP17_G,p,p17,g1,,Grazed
PERP17_E,p,p17,g0,,Ungrazed
PERP18_G,p,p18,g1,,Grazed
PERP18_E,p,p18,g0,,Ungrazed
PERP19_G,p,p19,g1,,Grazed
PERP19_E,p,p19,g0,,Ungrazed
PERP20_G,p,p20,g1,,Grazed
PERP20_E,p,p20,g0,,Ungrazed
PERP21_G,p,p21,g1,,Grazed
PERP21_E,p,p21,g0,,Ungrazed
PERP22_G,p,p22,g1,,Grazed
PERP22_E,p,p22,g0,,Ungrazed
PERP23_G,p,p23,g1,,Grazed
PERP23_E,p,p23,g0,,Ungrazed
PERP24_G,p,p24,g1,,Grazed
PERP24_E,p,p24,g0,,Ungrazed
PERP25_G,p,p25,g1,,Grazed
PERP25_E,p,p25,g0,,Ungrazed
PERP26_G,p,p26,g1,,Grazed
PERP26_E,p,p26,g0,,Ungrazed
PERP27_G,p,p27,g1,,Grazed
PERP27_E,p,p27,g0,,Ungrazed
PERP28_G,p,p28,g1,,Grazed
PERP28_E,p,p28,g0,,Ungrazed
PERP29_G,p,p29,g1,,Grazed
PERP29_E,p,p29,g0,,Ungrazed
PERP30_G,p,p30,g1,,Grazed
PERP30_E,p,p30,g0,,Ungrazed
PERP31_G,p,p31,g1,,Grazed
PERP31_E,p,p31,g0,,Ungrazed
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
